"","year","age","value","groups","Age","Year"
"388",2009,37,0.0194091,"obs","37","2009"
"389",2009,38,0.0279755,"obs","38","2009"
"390",2009,39,0.0131735,"obs","39","2009"
"391",2009,40,0.0102856,"obs","40","2009"
"392",2009,41,0.00813248,"obs","41","2009"
"393",2009,42,0.0065473,"obs","42","2009"
"394",2009,43,0.00541397,"obs","43","2009"
"395",2009,44,0.00686061,"obs","44","2009"
"396",2009,45,0.028967,"obs","45","2009"
"397",2011,2,0,"obs","2","2011"
"398",2011,3,0,"obs","3","2011"
"399",2011,4,0.00139523,"obs","4","2011"
"400",2011,5,0.000119611,"obs","5","2011"
"401",2011,6,0.000119611,"obs","6","2011"
"402",2011,7,0.000254261,"obs","7","2011"
"403",2011,8,0.00190937,"obs","8","2011"
"404",2011,9,0.00314146,"obs","9","2011"
"405",2011,10,0.0149471,"obs","10","2011"
"406",2011,11,0.0191096,"obs","11","2011"
"407",2011,12,0.0225775,"obs","12","2011"
"408",2011,13,0.040188,"obs","13","2011"
"409",2011,14,0.039275,"obs","14","2011"
"410",2011,15,0.0208196,"obs","15","2011"
"411",2011,16,0.029094,"obs","16","2011"
"412",2011,17,0.0593044,"obs","17","2011"
"413",2011,18,0.0166905,"obs","18","2011"
"414",2011,19,0.0164081,"obs","19","2011"
"415",2011,20,0.0234679,"obs","20","2011"
"416",2011,21,0.0220553,"obs","21","2011"
"417",2011,22,0.028896,"obs","22","2011"
"418",2011,23,0.0210763,"obs","23","2011"
"419",2011,24,0.0393851,"obs","24","2011"
"420",2011,25,0.0310954,"obs","25","2011"
"421",2011,26,0.0146639,"obs","26","2011"
"422",2011,27,0.0467528,"obs","27","2011"
"423",2011,28,0.0340414,"obs","28","2011"
"424",2011,29,0.0179257,"obs","29","2011"
"425",2011,30,0.0267762,"obs","30","2011"
"426",2011,31,0.0232023,"obs","31","2011"
"427",2011,32,0.0219911,"obs","32","2011"
"428",2011,33,0.0246352,"obs","33","2011"
"429",2011,34,0.0302019,"obs","34","2011"
"430",2011,35,0.052285,"obs","35","2011"
"431",2011,36,0.0357021,"obs","36","2011"
"432",2011,37,0.0351465,"obs","37","2011"
"433",2011,38,0.0391139,"obs","38","2011"
"434",2011,39,0.0166888,"obs","39","2011"
"435",2011,40,0.0192085,"obs","40","2011"
"436",2011,41,0.0304112,"obs","41","2011"
"437",2011,42,0.0281492,"obs","42","2011"
"438",2011,43,0.0143145,"obs","43","2011"
"439",2011,44,0.00794303,"obs","44","2011"
"440",2011,45,0.0295174,"obs","45","2011"
"441",2013,2,0,"obs","2","2013"
"442",2013,3,0,"obs","3","2013"
"443",2013,4,0,"obs","4","2013"
"444",2013,5,0.000137014,"obs","5","2013"
"445",2013,6,0.00112409,"obs","6","2013"
"446",2013,7,0.004416,"obs","7","2013"
"447",2013,8,0.0035053,"obs","8","2013"
"448",2013,9,0.00165315,"obs","9","2013"
"449",2013,10,0.00609014,"obs","10","2013"
"450",2013,11,0.0231233,"obs","11","2013"
"451",2013,12,0.0276798,"obs","12","2013"
"452",2013,13,0.0321181,"obs","13","2013"
"453",2013,14,0.0379745,"obs","14","2013"
"454",2013,15,0.0518205,"obs","15","2013"
"455",2013,16,0.0696676,"obs","16","2013"
"456",2013,17,0.0444161,"obs","17","2013"
"457",2013,18,0.0703222,"obs","18","2013"
"458",2013,19,0.0311635,"obs","19","2013"
"459",2013,20,0.0365563,"obs","20","2013"
"460",2013,21,0.0129458,"obs","21","2013"
"461",2013,22,0.0227958,"obs","22","2013"
"462",2013,23,0.0294606,"obs","23","2013"
"463",2013,24,0.0330277,"obs","24","2013"
"464",2013,25,0.0296935,"obs","25","2013"
"465",2013,26,0.0112114,"obs","26","2013"
"466",2013,27,0.0327177,"obs","27","2013"
"467",2013,28,0.0321499,"obs","28","2013"
"468",2013,29,0.0354293,"obs","29","2013"
"469",2013,30,0.0151214,"obs","30","2013"
"470",2013,31,0.0374616,"obs","31","2013"
"471",2013,32,0.00208628,"obs","32","2013"
"472",2013,33,0.0138527,"obs","33","2013"
"473",2013,34,0.0238535,"obs","34","2013"
"474",2013,35,0.00879789,"obs","35","2013"
"475",2013,36,0.0310065,"obs","36","2013"
"476",2013,37,0.0356694,"obs","37","2013"
"477",2013,38,0.0169647,"obs","38","2013"
"478",2013,39,0.0194805,"obs","39","2013"
"479",2013,40,0.0118515,"obs","40","2013"
"480",2013,41,0.0176508,"obs","41","2013"
"481",2013,42,0.0231306,"obs","42","2013"
"482",2013,43,0.00681738,"obs","43","2013"
"483",2013,44,0.00271678,"obs","44","2013"
"484",2013,45,0.0523389,"obs","45","2013"
"485",2015,2,0,"obs","2","2015"
"486",2015,3,0,"obs","3","2015"
"487",2015,4,0,"obs","4","2015"
"488",2015,5,6.77977e-05,"obs","5","2015"
